Wine Number,Wine Name,Link
496,MONICA,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
497,CANNONAU,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
424,ETNA ROSSO,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
427,ETNA ROSSO ,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
423,CERASUOLO DI VITTORIA,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
425,LIPERI,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
426,NERO D' AVOLA ,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
420,FRAPPATO,https://images.vivino.com/thumbs/H3bKAUe7ScemrAkWDmCvYw_pb_x960.png
421,NERO D'AVOLA,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
422,ETNA ROSSO,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
771,SCHIAVA,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
774,TEROLDEGO,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
643,SAGRANTINO,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
642,SAGRANTINO,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
641,MONTEFALCO ROSSO,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
640,ASSISI ROSSO,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
390,GRASPAROSSA EXTRA DRY,https://www.tannico.it/media/catalog/product/l/a/lambrusco-grasparossa-di-castelvetro-doc-secco-battagliola-1.jpg
1082,FRANCIACORTA AMINANTE,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
1078,FRANCIACORTA BRUT VINTAGE LA SCALA,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
1083,FRANCIACORTA ROSATO BELLAVISTA VINTAGE,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
1073,FRANCIACORTA BRUT,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
1079,FRANCIACORTA,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
1084,FRANCIACORTA ANNAMARIA CLEMENTI,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
1080,FRANCIACORTA EXTRA BRUT 375ML,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
1074,FRANCIACORTA SATEN,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
1072,ERBALUCE BRUT MILLESIMATO,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
1081,BLANC DE BLANC PAS DOSE,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
1069,ASTI,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
1075,FERRARI BRUT,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
1077,FERRARI PERLÉ BRUT,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
1076,FERRARI ROSÉ 375ML,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
1071,PRE BLANC BRUT,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
1070,SOAVE BRUT MILLESIMATO,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
1059,LAMBRUSCO,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
1058,LAMBRUSCO BIANCO,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
1057,LAMBRUSCO,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
1056,BRACHETTO,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
1053,MOSCATO D'ASTI,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
1054,MOSCATO D'ASTI 375ML,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
1055,ASTI SPUMANTE,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
1063,CHIARETTO SPUMANTE,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
1060,PROSECCO EXTRA DRY,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
1061,PROSECCO SUPERIORE,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
1062,PROSECCO SUPERIORE 375 ML,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
1068,MONTEPULCIANO CIRELLI*,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
1064,MALVASIA,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
1067,SET E MEZZO,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
1066,IL FARNETO,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
1065,PIGNOLETTO,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
311,GLERA,https://www.avenariuswine.it/657-large_default/prosecco-doc-brut-mongarda-1.jpg
1028,LAMBRUSCO,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
1021,PESCA E VINO ABRUZZESE,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
1022,APEROL SPRITZ,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
607,GRAN SPRITZ (THE ULTIMATE SPRITZ!),https://img.freepik.com/premium-photo/refreshing-aperol-spritz-cocktail-glass-with-orange-slice_1339-27424.jpg
1024,HUGO,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
1025,LIMONCELLO SPRITZ,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
1026,NEGRONI SPRITZ,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
1023,POMPELMO SPRITZ,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
276,MALVASIA,https://images.vivino.com/thumbs/taGqMACvRRabyRG2F6cZlg_pl_375x500.png
277,PIGNOLETTO,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
582,CHIANTI CLASSICO GRAN SELEZIONE,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
579,CHIANTI CLASSICO,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
578,CHIANTI CLASSICO RISERVA,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
583,CHIANTI CLASSICO GRAN SELEZIONE,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
577,CHIANTI SUPERIORE,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
575,CHIANTI COLLE SENESE,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
576,CHIANTI CLASSICO,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
580,CHIANTI CLASSICO,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
581,CHIANTI CLASSICO RISERVA,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
996,CHIANTI CLASSICO GRAN SELEZIONE,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
602,BRUNELLO,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
603,BRUNELLO,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
605,BRUNELLO,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
604,BRUNELLO,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
997,BRUNELLO 1.5 LITER,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
591,ROSSO DI MONTALCINO,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
599,BRUNELLO,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
600,BRUNELLO,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
592,ROSSO DI MONTALCINO,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
601,BRUNELLO,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
609,BRUNELLO,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
594,BRUNELLO,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
595,BRUNELLO,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
596,BRUNELLO,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
598,BRUNELLO,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
606,BRUNELLO,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
597,BRUNELLO,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
593,BRUNELLO,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
626,SOLAIA,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
623,SUPERTUSCAN: TIGNANELLO,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
624,SUPERTUSCAN: TIGNANELLO,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
615,SUPERTUSCAN NC,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
617,SUPERTUSCAN MODUS,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
620,VIGORELLO,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
622,ORNELLAIA BOLGHERI SUPERIORE,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
1046,BARBARESCO,https://images.vivino.com/thumbs/2z-LQTQeS-Weavsp1HiZSA_pb_x960.png
1045,BARBARESCO,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
1042,BARBARESCO,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
1043,BARBARESCO,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
1050,BARBARESCO,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
1051,BARBARESCO,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
1052,BARBARESCO,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
1047,BARBARESCO,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
1048,BARBARESCO,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
1044,BARBARESCO,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
1049,BARBARESCO,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
901,BONARDA,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
903,VALTELLINA,https://images.vivino.com/thumbs/bgtD9YY0T6WAW6NdFV27eg_pb_x600.png
902,VALTELINA,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
924,DONNAS PICOTENDRO,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
921,TORRETTE SUPERIORE,https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
923,FUMIN,https://images.vivino.com/thumbs/KtNpuWGcT36oYn8mQBCBnQ_pb_600x600.png
922,PINOT NOIR,https://images.vivino.com/thumbs/mxja14kg78nzdjfpcyah.jpg
925,ENFER D'AVREIR,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
994,LUGANA,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
131,GRECO DI MATERA,https://images.vivino.com/thumbs/JdBDVe2xR0yznZjUe7_QZg_pl_375x500.png
993,VERDECA,https://www.vinery.it/wp-content/uploads/2023/06/Verdeca-Vineka-768x768.png
619,GUADO AL TASSO IL BRUCIATO,https://images.vivino.com/thumbs/6HsSQzAgTliT1lOyevDhGA_pl_375x500.png
621,ORNELLAIA 'LE VOLTE',https://images.vivino.com/thumbs/17PnbPjuSb2u3Fcrp-T0Jg_pb_600x600.png
618,SUPERTUSCAN IL SEGGIO,https://images.vivino.com/thumbs/oD2EMWQ8S62aLDrBUWZ3pw_pb_600x600.png
625,SASSICAIA,https://images.vivino.com/thumbs/8TKL0FH3SOTQB3360OKK_pb_x600.png
